the_geom,postcode,id,name,building_name,street_name,suburb,state,cartodb_id,address,phone_number,latitude,longitude,active,ticket_types_sold,comments,opal_id
0101000020E6100000D31C51887DDA624075E9D1E7B20341C0,2566,26859,Metro Petroleum St Andrews South, ,72 Stranraer Dr,St Andrews,NSW,455,"72 Stranraer Dr, St Andrews NSW 2566",02 8795 0796,-34.028897264,150.82782379,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26859
0101000020E6100000C33E011423DB624022F3C81F0C0441C0,2566,26860,Metro Petroleum Minto, ,1 Brookfield Rd,Minto,NSW,456,"1 Brookfield Rd, Minto NSW 2566",0423 532 695,-34.03162,150.848032,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26860
0101000020E61000007B350D7893DD624096AEE453D5EF40C0,2176,26861,Metro Petroleum Wakeley,,72 Thorney Rd,Wakeley,NSW,457,"72 Thorney Rd, Wakeley NSW 2176",,-33.873697745,150.924251581,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26861
0101000020E61000000EFCE7EA70DD6240C3987830B7E340C0,2148,26862,Speedway Blacktown,,90 Blacktown Rd,Blacktown,NSW,458,"90 Blacktown Rd, Blacktown NSW 2148",02 9622 3633,-33.779027995,150.920033887,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26862
0101000020E61000006152ACB5A8DA62403A8A1362A50241C0,2566,26863,Metro Petroleum St Andrews,,95 Ballantrae Dr,St Andrews,NSW,459,"95 Ballantrae Dr, St Andrews NSW 2566",02 9603 9162,-34.020672092,150.833094441,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26863
0101000020E610000082B8B7CA8FDC6240E53F95B451F240C0,2177,26873,United Bonnyrigg,,709 Cabramatta Rd,Bonnyrigg,NSW,460,"709 Cabramatta Rd, Bonnyrigg NSW 2177",02 8786 0255,-33.893118451,150.892552718,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26873
0101000020E610000060857F04EADD6240B313E9741CED40C0,2164,26876,United Smithfield,,739 The Horsley Dr,Smithfield,NSW,461,"739 The Horsley Dr, Smithfield NSW 2164",02 9604 0011,-33.852430929,150.934816598,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26876
0101000020E61000007218CC5FA1E6624030F31DFCC4EF40C0,2000,26900,Woolworths Park Street, ,Cnr Park St & George St,Sydney,NSW,462,"Cnr Park St & George St, Sydney NSW 2000",02 9264 1927,-33.873199,151.207199,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26900
0101000020E610000018202CBEBCE66240E016878E78EE40C0,2000,26901,City Convenience Store Loftus St, ,20 Loftus St,Sydney,NSW,463,"20 Loftus St, Sydney NSW 2000",02 9750 0259,-33.8630541,151.2105399,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26901
0101000020E6100000D3264935EEE5624047CCA51ECDE540C0,2067,26927,88 Convenience Store,,1 Katherine St,Chatswood,NSW,464,"1 Katherine St, Chatswood NSW 2067",02 9884 7388,-33.795322257,151.185328143,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26927
0101000020E610000061AB5F44F6E5624004BC163E6CEA40C0,2065,26961,Greenwich Post Office, ,91A Greenwich Rd,Greenwich,NSW,465,"91A Greenwich Rd, Greenwich NSW 2065",02 9436 3738,-33.8314283,151.1863119,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,26961
0101000020E6100000E8D77B96CCE5624068A219D533ED40C0,2041,27012,Birchgrove Newsagency, ,133 Rowntree St,Birchgrove,NSW,466,"133 Rowntree St, Birchgrove NSW 2041",02 9810 2246,-33.8531443,151.1812241,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27012
0101000020E6100000419CE2CC4AE6624024986A662DF140C0,2000,27024,City Convenience Store Broadway, ,173 Broadway,Ultimo,NSW,467,"173 Broadway, Ultimo NSW 2000",02 9211 6688,-33.884198,151.1966309,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27024
0101000020E610000026A94C3187E662407E9065C1C4EF40C0,2000,27027,City Convenience Store Sussex St, ,257 Sussex St,Sydney,NSW,468,"257 Sussex St, Sydney NSW 2000",0406 928 475,-33.873192,151.204003,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27027
0101000020E61000001650A8A78FE66240D7DCD1FF72EF40C0,2000,27028,City Convenience Store Market St,Shop 3,22 Market St,Sydney,NSW,469,"22 Market St, Sydney NSW 2000",02 9299 4890,-33.870697,151.205036,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27028
0101000020E6100000B836F9D2C0E562406CBDF0941FE640C0,2067,27029,David & Lin Supermarket, ,1 Katherine St,Chatswood,NSW,470,"1 Katherine St, Chatswood NSW 2067",02 9411 5228,-33.7978388,151.1797881,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27029
0101000020E61000008B12F4177AE6624045D95BCAF9EE40C0,2000,27054,Kings Wharf Supermarket, ,Cnr Erskine St & Shelly St,Sydney,NSW,471,"Cnr Erskine St & Shelly St, Sydney NSW 2000",02 9299 3632,-33.866998,151.202404,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27054
0101000020E6100000989F1B9A32E86240DC80CF0F23F640C0,2034,27056,Coogee Beach News, ,252 Arden St,Coogee,NSW,472,"252 Arden St, Coogee NSW 2034",02 9315 7033,-33.922945,151.256177,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27056
0101000020E61000006FD921FEE1E26240E4D70FB1C1E840C0,2114,27058,Shepherds Bay Newsagency, ,11 Bay Dr,Meadowbank,NSW,473,"11 Bay Dr, Meadowbank NSW 2114",02 9807 3151,-33.818411,151.090087,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27058
0101000020E61000004F779E788EE36240BA0908F714EE40C0,2137,27063,P S R Corner Shop, ,161 Burwood Rd,Concord,NSW,474,"161 Burwood Rd, Concord NSW 2137",02 9747 4869,-33.8600148,151.1111415,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27063
0101000020E6100000FC1C1F2D4EE062409C50888043E840C0,2150,27068,River Cat Convenience Store,Shop 8,30-32 Charles St,Parramatta,NSW,475,"30-32 Charles St, Parramatta NSW 2150",02 9687 7969,-33.81456,151.009543,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27068
0101000020E6100000BA313D6149E06240D6ADF94C51E840C0,2150,27079,Parramatta Newsagency, ,101 George St,Parramatta,NSW,476,"101 George St, Parramatta NSW 2150",02 9633 4470,-33.8149811,151.0089575,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27079
0101000020E6100000F4F92823AEE66240D6A9F23D23F540C0,2018,27124,Continental Food Store, ,83 Dalmeny Ave,Rosebery,NSW,477,"83 Dalmeny Ave, Rosebery NSW 2018",02 9663 5907,-33.915138,151.208757,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27124
0101000020E6100000417FA1478CE662408F667627E9EB40C0,2060,27177,McMahons Point Newsagency, ,182-186 Blues Point Rd,McMahons Point,NSW,478,"182-186 Blues Point Rd, McMahons Point NSW 2060",02 9955 1919,-33.8430528,151.204624,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27177
0101000020E610000040D9A80FA3E76240C933C5A27DEA40C0,2088,27237,Mosman Ave Rd Newsagency, ,87 Ave Rd,Mosman,NSW,479,"87 Ave Rd, Mosman NSW 2088",02 9960 1188,-33.831959101,151.238654928,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27237
0101000020E61000002A3BFDA02EE46240785F950B95ED40C0,2046,27254,IGA Abbotsford, ,302 Great North Rd,Wareemba,NSW,480,"302 Great North Rd, Wareemba NSW 2046",02 9713 6788,-33.856111,151.130692,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27254
0101000020E6100000E2D7455A85CB624045E963220BDB40C0,2782,27255,BP Wentworth Falls,,340 Great Western Hwy,Wentworth Falls,NSW,481,"340 Great Western Hwy, Wentworth Falls NSW 2782",02 4757 1456,-33.711277293,150.360028397,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27255
0101000020E61000003CD862B74FE662400820B58993EF40C0,2009,27256,IGA X-press Pyrmont, ,1-29 Bunn St,Pyrmont,NSW,482,"1-29 Bunn St, Pyrmont NSW 2009",0423 392 026,-33.87169,151.197231,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27256
0101000020E6100000F2CD3637A6E462401D1D5723BB0A41C0,2230,27388,Bundeena Petrol Station, ,27 Thompson St,Bundeena,NSW,483,"27 Thompson St, Bundeena NSW 2230",02 9523 2153,-34.083836,151.14529,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27388
0101000020E6100000A188A0C52DE26240C349F5F818F640C0,2195,27507,Wiley Park Newsagency, ,91-93 King Georges Rd,Wiley Park,NSW,484,"91-93 King Georges Rd, Wiley Park NSW 2195",02 9750 3774,-33.9226371,151.0680874,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27507
0101000020E6100000ED003E2EE0E8624066F50EB743EF40C0,2029,27536,BP Rose Bay, ,599 Old South Head Rd,Rose Bay,NSW,485,"599 Old South Head Rd, Rose Bay NSW 2029",02 9371 6613,-33.869254,151.2773658,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27536
0101000020E6100000AADD0ABCAEE662408A0E924FD9F040C0,2010,27599,7-Eleven Surry Hills, ,242 Elizabeth St,Surry Hills,NSW,486,"242 Elizabeth St, Surry Hills NSW 2010",02 9212 0768,-33.8816318,151.2088299,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27599
0101000020E6100000697407B133E762408944A165DDEF40C0,2011,27629,EzyMart Roslyn Mixed Business, ,6C Roslyn St,Potts Point,NSW,487,"6C Roslyn St, Potts Point NSW 2011",02 9358 2803,-33.873944,151.22506,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27629
0101000020E610000001158E2095E262402829B000A6E240C0,2121,27630,7-Eleven Epping, ,246 Beecroft Rd,Epping,NSW,488,"246 Beecroft Rd, Epping NSW 2121",02 9869 1203,-33.770691,151.080704,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27630
0101000020E610000039268BFB8FEA62406EA12B11A8B640C0,2250,27631,7-Eleven Gosford West, ,53 Central Coast Hwy,West Gosford,NSW,489,"53 Central Coast Hwy, West Gosford NSW 2250",02 4323 7567,-33.427004,151.330076,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27631
0101000020E610000088BEBB95A5EB6240B796C9703CBB40C0,2251,27632,7-Eleven Green Point, ,390 Avoca Dr,Green Point,NSW,490,"390 Avoca Dr, Green Point NSW 2251",02 4369 8756,-33.462782,151.363963,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27632
0101000020E6100000A08D5C3725E56240C726F911BFE240C0,2071,27633,7-Eleven Killara, ,494 Pacific Hwy,Killara,NSW,491,"494 Pacific Hwy, Killara NSW 2071",02 9416 2099,-33.771456,151.160793,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27633
0101000020E6100000C0C38EA82BEC6240AF4DB10ADEBB40C0,2251,27634,7-Eleven Kincumber, ,28-30 Avoca Dr,Kincumber,NSW,492,"28-30 Avoca Dr, Kincumber NSW 2251",02 4369 8473,-33.467713677,151.380329398,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27634
0101000020E6100000C266800BB2EB6240815B77F354B140C0,2250,27635,7-Eleven Lisarow, ,885 Pacific Hwy,Lisarow,NSW,493,"885 Pacific Hwy, Lisarow NSW 2250",02 4328 5146,-33.385405,151.365484,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27635
0101000020E6100000DA91EA3BBFE56240707D586FD4E440C0,2069,27636,7-Eleven Roseville, ,Cnr Pacific Hwy & Boundary St,Roseville,NSW,494,"Cnr Pacific Hwy & Boundary St, Roseville NSW 2069",02 9411 7391,-33.787733,151.179594,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27636
0101000020E610000094331477BCE36240B3EDB43522DC40C0,2076,27637,7-Eleven Wahroonga, ,1579 Pacific Hwy,Wahroonga,NSW,495,"1579 Pacific Hwy, Wahroonga NSW 2076",02 9489 7150,-33.719794,151.116756,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27637
0101000020E6100000E7BE4120FCE262403714E3A194E740C0,2114,27638,7-Eleven West Ryde, ,919 Victoria Rd,West Ryde,NSW,496,"919 Victoria Rd, West Ryde NSW 2114",02 9807 6291,-33.8092234,151.0932771,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27638
0101000020E61000002FC03E3AF5DC6240077DE9EDCFE540C0,2148,27640,7-Eleven Blacktown, ,Cnr Flushcombe Rd & Myrtle St,Prospect,NSW,497,"354 Flushcombe Rd, Prospect NSW 2148",02 9831 2527,-33.795408,150.904935,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27640
0101000020E6100000CA880B40A3DC6240FFB0A54753E340C0,2148,27641,7-Eleven Blacktown, ,62 Walters Rd,Blacktown,NSW,498,"62 Walters Rd, Blacktown NSW 2148",02 9622 1827,-33.775979,150.894928,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27641
0101000020E610000009E23C9C40D76240726F7EC344E140C0,2747,27642,7-Eleven Kingswood, ,127 Great Western Hwy,Kingswood,NSW,499,"127 Great Western Hwy, Kingswood NSW 2747",02 4736 4813,-33.759911,150.726637,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27642
0101000020E6100000907CCAD6DFE56240094DB79157F240C0,2042,27643,City Convenience Store Newtown, ,137 King St,Newtown,NSW,500,"137 King St, Newtown NSW 2042",02 9557 8088,-33.8932974,151.1835741,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27643
0101000020E6100000ACA8C1348CD662402D5BEB8B84E040C0,2750,27644,7-Eleven Penrith, ,30 Henry St,Penrith,NSW,501,"30 Henry St, Penrith NSW 2750",02 4721 0603,-33.754045,150.704615,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27644
0101000020E6100000CFF57D3848DE6240F03499F1B6E440C0,2146,27645,7-Eleven Toongabbie, ,3 Metella Rd,Toongabbie,NSW,502,"3 Metella Rd, Toongabbie NSW 2146",02 9636 5478,-33.786833,150.946316,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27645
0101000020E610000021AD31E884E662400F643DB5FAEE40C0,2000,27752,Darling Harbour View Convenience, ,24-26A Erskine St,Sydney,NSW,503,"24-26A Erskine St, Sydney NSW 2000",02 9299 9365,-33.867026,151.203724,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27752
0101000020E6100000302C7FBE2DE86240E98024ECDBF540C0,2034,27900,EzyMart Coogee, ,227 Coogee Bay Rd,Coogee,NSW,504,"227 Coogee Bay Rd, Coogee NSW 2034",02 8065 1817,-33.920774,151.255584,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,27900
0101000020E6100000CE6C57E883E662402E9276A38FEF40C0,2000,28023,Darling Park Newsagency,Shop 1,201 Sussex St,Sydney,NSW,505,"201 Sussex St, Sydney NSW 2000",02 9264 7614,-33.871571,151.203602,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28023
0101000020E6100000F9BCE2A9C7E66240A44E401361EF40C0,2000,28053,St James Food Station,St James Station, ,Sydney,NSW,506,"St James Station, Sydney NSW 2000",02 9233 8170,-33.87015,151.211873,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28053
0101000020E61000000147020D36E36240BAF59A1E14DA40C0,2077,28151,Tos Newsagency,Shop 1,33 Florence St,Hornsby,NSW,507,"33 Florence St, Hornsby NSW 2077",02 9476 2944,-33.703739,151.100348,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28151
0101000020E610000066EF15A838E36240C41CDE554ADA40C0,2077,28152,Hornsby Mall Newsagency,"Shop 1083, Westfield Hornsby",236 Pacific Hwy,Hornsby,NSW,508,"Westfield Hornsby, 236 Pacific Hwy, Hornsby NSW 2077",02 9476 2944,-33.705393537,151.100666087,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28152
0101000020E6100000234A7B832FE36240601E32E543DA40C0,2077,28153,Hornsby Newsagency,"Shop 3008, Westfield Hornsby",236 Pacific Hwy,Hornsby,NSW,509,"Westfield Hornsby, 236 Pacific Hwy, Hornsby NSW 2077",02 9476 3208,-33.705197,151.09955,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28153
0101000020E6100000A3D33C45D3E662405CAEFA336EF040C0,2010,28320,Food Station Mini Market, ,20 Pelican St,Surry Hills,NSW,510,"20 Pelican St, Surry Hills NSW 2010",02 9268 0304,-33.87836313,151.213289851,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28320
0101000020E610000020D6D127E8E26240FB78E8BB5BE740C0,2114,28604,Ryedale Newsagency, ,31 Ryedale Rd,West Ryde,NSW,511,"31 Ryedale Rd, West Ryde NSW 2114",02 9809 3526,-33.807487,151.0908393,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28604
0101000020E610000099D36531B1E26240620FED6305EB40C0,2138,28605,Rhodes News,Rhodes Shopping Centre,1 Rider Bvd,Rhodes,NSW,512,"Rhodes Shopping Centre, 1 Rider Bvd, Rhodes NSW 2138",02 9809 3476,-33.836102,151.08413,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28605
0101000020E6100000863AAC704BE7624094A3005130F540C0,2033,28778,IGA UNSW,Gate 2,17 High St,Kensington,NSW,513,"Gate 2, 17 High St, Kensington NSW 2033",02 9662 3900,-33.915537,151.227959,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28778
0101000020E61000000CE71A6668DE62400B09185DDEE440C0,2146,28814,King of the Pack Toongabbie, ,24 Aurelia St,Toongabbie,NSW,514,"24 Aurelia St, Toongabbie NSW 2146",02 9631 0546,-33.788036,150.950244,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,28814
0101000020E610000054E6E61BD1DB624072A8DF85ADE140C0,2767,29238,IGA Doonside, ,6 Hill End Rd,Doonside,NSW,515,"6 Hill End Rd, Doonside NSW 2767",02 9672 8349,-33.763108,150.869276,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29238
0101000020E61000003A39437147E6624076BD344580EF40C0,2009,29533,Dip Express Convenience Store, ,2-14 Bunn St,Pyrmont,NSW,516,"2-14 Bunn St, Pyrmont NSW 2009",0422 147 864,-33.871102,151.196221,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29533
0101000020E61000001C5C3AE6FCE86240905264085BF140C0,2026,29739,Blair Street Bondi Lucky 7, ,116-118 Blair St,North Bondi,NSW,517,"116-118 Blair St, North Bondi NSW 2026",02 9130 1449,-33.8855906,151.2808715,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29739
0101000020E6100000A1372E46F1EA6240CB82426A7EB640C0,2250,29754,Gosford Newsagency,,152 Mann St,Gosford,,518,"152 Mann St, Gosford NSW 2250",02 4325 2440,-33.425732882,151.34195241,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29754
0101000020E61000002DEA93DC61EA6240FCFB8C0B07BE40C0,2256,29756,Woy Woy Newsagency, ,7 The Boulevarde,Woy Woy,NSW,519,"7 The Boulevarde, Woy Woy NSW 2256",02 4341 2020,-33.48459,151.324446,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29756
0101000020E61000008CBA1342C0EB6240B781E2975FB140C0,2250,29757,Lisarow Newsagency,"Shop 14, Lisarow Plaza",1 Parsons Rd,Lisarow,NSW,520,"Lisarow Plaza, 1 Parsons Rd, Lisarow NSW 2250",02 4328 1230,-33.385729776,151.367219008,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29757
0101000020E6100000990F087426ED62403F726BD26DA740C0,2259,29758,Supanews Tuggerah,"Shop 2049, Westfield Tuggerah",50 Wyong Rd,Tuggerah,NSW,521,"Westfield Tuggerah, 50 Wyong Rd, Tuggerah NSW 2259",02 4353 1846,-33.308039,151.410944,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29758
0101000020E6100000185FB4C78BED6240D34A21904BA440C0,2259,29759,Plaza Newsagency,Shop 6,18-34 Alison Rd,Wyong,NSW,522,"18-34 Alison Rd, Wyong NSW 2259",02 4353 2058,-33.283556,151.423313,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29759
0101000020E610000093C3279D48EB624040D5E8D500B140C0,2250,29761,Spar Niagara Park, ,17 Washington Ave,Niagara Park,NSW,524,"17 Washington Ave, Niagara Park NSW 2250",02 4328 5522,-33.382838,151.352614,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29761
0101000020E6100000A3772AE09EDF6240B3B5BE4868E740C0,2145,29764,Namasteji Indian Smart Mart,Shop 3,24 Railway Pde,Westmead,NSW,525,"24 Railway Pde, Westmead NSW 2145",02 9687 0902,-33.80787,150.988144,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29764
0101000020E6100000624CFA7BA9E36240D5963AC8EBD540C0,2079,29776,Mount Colah Newsagency, ,595A Pacific Hwy,Mount Colah,NSW,526,"595A Pacific Hwy, Mount Colah NSW 2079",02 9477 5023,-33.671258,151.114439,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29776
0101000020E61000002A1BD65496DE6240C5CBD3B9A2E640C0,2145,29777,CTC Pendle Hill, ,135 Pendle Way,Pendle Hill,NSW,527,"135 Pendle Way, Pendle Hill NSW 2145",02 9896 1422,-33.801841,150.955851,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29777
0101000020E6100000D4635B069CED624017670C7382A440C0,2259,29802,Stairway Kiosk,Wyong Station,Pacific Hwy,Wyong,NSW,528,"Wyong Station, Wyong NSW 2259",02 4353 1722,-33.285231,151.425296,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29802
0101000020E61000008EAB915D69E4624090A339B2F2F940C0,2216,29803,Bijayshree Asian Bazaar, ,514 Princes Hwy,Rockdale,NSW,529,"514 Princes Hwy, Rockdale NSW 2216",02 8034 7605,-33.952719,151.137862,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29803
0101000020E6100000CFD8976CBCE46240C59272F739D040C0,2081,29816,7-Eleven Berowra, ,965-969 Pacific Hwy,Berowra,NSW,530,"965-969 Pacific Hwy, Berowra NSW 2081",02 9456 1380,-33.626769,151.148001,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29816
0101000020E61000008FF8156BB8E56240A94D9CDCEFF240C0,2042,29817,EzyMart Newtown, ,324A King St,Newtown,NSW,531,"324A King St, Newtown NSW 2042",02 8095 0221,-33.897945,151.178762,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29817
0101000020E6100000F9CCFEE53FE562409588A6A267F240C0,2048,29828,Stanmore Newsagency, ,130 Percival Rd,Stanmore,NSW,532,"130 Percival Rd, Stanmore NSW 2048",02 9569 1002,-33.8937877,151.1640501,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29828
0101000020E6100000B05582C5E1E26240ECDD1FEF55E740C0,2114,29831,West Ryde Station Newsagency,West Ryde Station,Ryedale Rd,West Ryde,NSW,533,"West Ryde Station, Ryedale Rd, West Ryde NSW 2114",02 9808 5436,-33.80731,151.09006,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29831
0101000020E6100000B63412FC8ADF624028DF22E648ED40C0,2161,29854,Guildford Newsagency, ,339 Guildford Rd,Guildford,NSW,534,"339 Guildford Rd, Guildford NSW 2161",02 9632 8659,-33.8537872,150.9857159,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29854
0101000020E61000005ADCDA1D6DE1624045CE0C2C91EE40C0,2141,29855,Lidcombe Station Bookstall, ,1 Railway St,Lidcombe,NSW,535,"1 Railway St, Lidcombe NSW 2141",02 9649 1125,-33.8638053,151.0445699,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29855
0101000020E61000007C1C171F70E162403CEF1010DDE540C0,2117,29960,Telopea Newsagency,Telopea Shopping Centre,Evans Rd,Telopea,NSW,536,"Telopea Shopping Centre, Evans Rd, Telopea NSW 2117",02 9638 2084,-33.7958088,151.0449367,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29960
0101000020E6100000A1A17F828BDC6240276893C327F140C0,2177,29969,7-Eleven Bonnyrigg, ,140 Edensor Rd,Bonnyrigg,NSW,537,"140 Edensor Rd, Bonnyrigg NSW 2177",02 9823 4012,-33.884026,150.89203,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29969
0101000020E6100000B7C0CFCC04DE6240FA6F07E55BF240C0,2166,29971,Woolworths Cabramatta,,180 Railway Pde,Cabramatta,NSW,538,"180 Railway Pde, Cabramatta NSW 2166",02 8709 4306,-33.893429402,150.938085943,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29971
0101000020E61000008A9B3E2E86DD62406C28BF8904EE40C0,2165,29972,7-Eleven Fairfield,,320 Polding St,Fairfield,NSW,539,"320 Polding St, Fairfield NSW 2165",02 9757 2250,-33.859513491,150.922629473,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29972
0101000020E61000003D03F7F79ADE6240B724023331EF40C0,2165,29975,Woolworths Fairfield,Neeta City Shopping Centre,1-29 Court St,Fairfield,NSW,540,"Neeta City Shopping Centre, 1-29 Court St, Fairfield NSW 2165",02 8760 0312,-33.868688942,150.956417067,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29975
0101000020E6100000CCCEA277AADF6240865AD3BCE3EA40C0,2160,29985,Woolworths Merrylands, ,209 Pitt St,Merrylands,NSW,541,"209 Pitt St, Merrylands NSW 2160",02 8661 0944,-33.835075,150.989559,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29985
0101000020E6100000418754AC35DD6240BAE81A1CDBF240C0,2166,29987,7-Eleven Cabramatta West, ,464 Cabramatta Rd,Mount Pritchard,NSW,542,"464 Cabramatta Rd, Mount Pritchard NSW 2166",02 8786 0307,-33.8973117,150.9128019,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29987
0101000020E6100000A06B5F40AFDC624042CD902A8AF340C0,2170,29988,7-Eleven Mount Pritchard, ,352 Elizabeth Dr,Mount Pritchard,NSW,543,"352 Elizabeth Dr, Mount Pritchard NSW 2170",02 9608 1336,-33.902654,150.896393,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29988
0101000020E6100000EA92718CE4DC6240D10836AE7FEF40C0,2176,29989,7-Eleven Prairiewood, ,485-487 Smithfield Rd,Prairiewood,NSW,544,"485-487 Smithfield Rd, Prairiewood NSW 2176",02 9756 4961,-33.871084,150.902899,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29989
0101000020E61000008A4E3BA1BCDC624064856C6AEAED40C0,2164,29991,NewsXpress Wetherill Park,"Shop 86, Stockland Mall",Polding St,Prairiewood,NSW,545,"Stockland Mall, Polding St, Prairiewood NSW 2164",02 9609 7349,-33.8587163,150.8980261,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29991
0101000020E61000003ECA6CB680DC624060F03B16B32140C0,2333,29995,Woolworths Muswellbrook,,Cnr Brook St & Sowerby St,Muswellbrook,NSW,546,"Cnr Brook ST & Sowerby St, Muswellbrook NSW 2333",02 6541 7902,-32.263277797,150.890711987,true,OPAL,Get an Opal card or top up. Contact outlet for shop accessibility.,29995
